bin_start,bin_end,prime_count_p,prime_count_s,ratio_s_p,gap_2_rate,gap_4_rate,gap_6_rate,gap_12_rate,gap_30_rate,gap_34_rate,gap_56_rate
3160000000,3179999999,914253,52213,0.05711001221762466,0.09609435771269378,0.14362585771036476,0.0905497083118485,0.06422864977456694,0.058158553011352705,0.20082287011420868,0.1768721555647497
3180000000,3199999999,913819,51790,0.05667424292994565,0.09455717876789682,0.14366304485842296,0.09064450733626382,0.06354355626762707,0.06082654249126892,0.20477620477620478,0.18612244897959185
3200000000,3219999999,913647,52077,0.05699903792164808,0.09642256729152732,0.1426078103410661,0.08970650274212016,0.06479524438573316,0.062399113402558604,0.20704688393367637,0.1911825298722703
3220000000,3239999999,913329,51729,0.05663785996064945,0.09502549862978893,0.14514487221434544,0.09060663191748919,0.06396532128036371,0.05874505809017924,0.20575807491226814,0.19424168694241686
3240000000,3259999999,913547,51785,0.05668564397890859,0.09661240969745252,0.14146323769451194,0.09020691324164079,0.06389343118095162,0.06158708874096068,0.2102037907937865,0.1837109614206981
3260000000,3279999999,912114,52062,0.05707839151684987,0.09444585709615315,0.14324852514109332,0.09155064471575042,0.06288655680140458,0.05862602058070438,0.20922416875223454,0.1900756938603869
3280000000,3299999999,912387,51320,0.056248061403768354,0.09551359021940836,0.143606079912624,0.09092283807488356,0.06551343882445163,0.05892434702843625,0.20327186625529167,0.19249592169657423
3300000000,3319999999,912937,51787,0.05672571053643351,0.09631449631449632,0.14184435840104706,0.09136963446079174,0.06442362331672635,0.05977231875374476,0.20516814159292035,0.17553956834532375
3320000000,3339999999,912125,51318,0.05626202548992737,0.09642981189331482,0.14308585151090655,0.09129876563179232,0.06252569867229053,0.05945610094154758,0.20886477344795998,0.19903926482873852
3340000000,3359999999,911228,51682,0.056716869982046204,0.09640358728013297,0.1442832375216717,0.0903180938558297,0.06438493635451328,0.05726850956891552,0.20794475688759165,0.18680868496517822
3360000000,3379999999,911800,51863,0.056879798201359945,0.09671916963054367,0.14314794620138133,0.08979048885932824,0.06441525953721075,0.05871801004544367,0.205992774668839,0.19104781281790437
3380000000,3399999999,911277,51551,0.05657006596238026,0.09554244212437585,0.14198775525167723,0.0906205315944792,0.06558333886051602,0.05915418839401043,0.20845429441336827,0.18562512583048119
3400000000,3419999999,911189,51519,0.05654041038686815,0.09503093048442462,0.14181698437671508,0.09103478901527003,0.06443045706849387,0.05814375166211348,0.20695763072126966,0.18216001671192814
3420000000,3439999999,911099,51222,0.056220015607524536,0.09382783882783882,0.1448129826034574,0.0892629146991468,0.06611988389742497,0.05873818102676952,0.20823959505061868,0.19107622392067755
3440000000,3459999999,910872,51344,0.056367963885156205,0.09353472563025973,0.14258665889892222,0.09100977463472129,0.06446705208429798,0.059182002119664706,0.21076040172166427,0.18961303462321794
3460000000,3479999999,910741,51505,0.05655285092029457,0.09436642806404022,0.14232837997994346,0.09055827897743386,0.06467324945585814,0.056949899415652844,0.20609537468626749,0.18023255813953487
3480000000,3499999999,910236,51567,0.05665234071163962,0.09467822911912369,0.14513634957885355,0.0905272555723518,0.06496473494760052,0.05880218663828552,0.2015642939150402,0.19358766233766234
3500000000,3519999999,910439,51575,0.05664849594536262,0.09466989259137065,0.1447207128089723,0.08969017040123488,0.06292345966546686,0.05996370235934664,0.2039380153539949,0.1877693412682126
3520000000,3539999999,909875,51264,0.05634180519302102,0.09693186394757075,0.14510630498533725,0.0899282761974228,0.06324985748564914,0.05744701256353697,0.20652713728272437,0.1854906937394247
3540000000,3559999999,910005,51114,0.0561689221487794,0.09553558380827122,0.1397085878283906,0.0899058747160013,0.06564790062376145,0.058186901921083715,0.20338260375213188,0.18093894821680434
3560000000,3579999999,908756,51315,0.05646730255426099,0.09356360232716061,0.14512632748601928,0.0901251681820035,0.06354323471032544,0.05844965702499161,0.21004001455074572,0.1878048780487805
3580000000,3599999999,908728,51309,0.05646243980597054,0.09499260901699925,0.1439753059199647,0.09025892459175817,0.06429741718061087,0.05811608814633444,0.2078050154973232,0.19000819000819
3600000000,3619999999,908689,51251,0.0564010348975282,0.09551393330287802,0.14438453469755802,0.08941131032239703,0.06301267710663684,0.05959429292439095,0.19916216983811416,0.18884892086330934
3620000000,3639999999,908985,51463,0.05661589575185509,0.09731654491391652,0.1459388999045311,0.0897272104741366,0.06292078022299688,0.057770213581992955,0.2061101243339254,0.18582058701942952
3640000000,3659999999,908658,51065,0.05619826161217972,0.09693503446253117,0.14359106087849988,0.08898240478150825,0.06447622214832059,0.05948359073359073,0.2034177034177034,0.19087561374795417
3660000000,3679999999,908616,51130,0.0562723967000361,0.0941070077330528,0.14360236582050623,0.09031616744601215,0.06685427135678391,0.05950077399380805,0.2019373541681397,0.18994751715785224
3680000000,3699999999,907433,50721,0.05589503577674605,0.09411073794710859,0.1420611276619221,0.089569091796875,0.06367571611799915,0.05866478654089274,0.20933572710951526,0.1860223973454998
3700000000,3719999999,907880,51838,0.05709785434198352,0.0952529668956902,0.14333058683511857,0.08843891679941183,0.06361507060161949,0.05728776717787707,0.20740005670541536,0.1786501101542159
3720000000,3739999999,908079,50723,0.05585747495537283,0.09519333554498875,0.1398811706887699,0.08865493272631193,0.06365456486919381,0.06124713544807623,0.20524392864818397,0.1851477134763254
3740000000,3759999999,907051,50959,0.05618096446616563,0.09390475138528377,0.14356572058418296,0.08888957231311764,0.06387382815629924,0.059564304841861475,0.2049818000142745,0.18493723849372384
3760000000,3779999999,907068,51231,0.056479778803794206,0.09775877322323798,0.14458390582643246,0.08874039969849451,0.06402105094435391,0.05966546788636528,0.2039440659734672,0.19395054159002656
3780000000,3799999999,906599,51281,0.05656414798604455,0.09468890575538237,0.14319430615481063,0.08931862849927188,0.06447959224950447,0.058585024764494516,0.2037156588480023,0.19007603041216486
3800000000,3819999999,907066,51072,0.05630461289476179,0.09534233471910526,0.14147986583331806,0.08994687372292604,0.06311763683288536,0.059286073885838945,0.20633916649096914,0.18530815521892507
3820000000,3839999999,906222,50985,0.05626104861722624,0.09445566196765648,0.1443660034840011,0.08862214014568585,0.06331062360295003,0.05914316074188562,0.2081304255769638,0.18366093366093367
3840000000,3859999999,905462,50565,0.05584441975477712,0.09599276779454632,0.14283325902808738,0.08945078568869325,0.06267066445360604,0.0568997927411192,0.20004241181876017,0.1912193091968373
3860000000,3879999999,906134,50877,0.05614732478860743,0.09514856595148566,0.1427432364775909,0.08946701803844662,0.06339802702123097,0.059995683763758,0.20540616640855977,0.1858813700918964
3880000000,3899999999,905547,50981,0.056298568710403764,0.093315611674143,0.1395886509081493,0.09004089979550102,0.06330085065144826,0.057564006840241815,0.20464285714285715,0.17799023596419852
3900000000,3919999999,905178,50667,0.05597462598516535,0.09467521193875478,0.1419731357109773,0.0903362853653781,0.0650206202131648,0.0591092727972297,0.20611274304098476,0.1906900775826868
3920000000,3939999999,905458,50818,0.056124083060727276,0.09537620305543754,0.14154123910760671,0.09078715648933121,0.062429178942316664,0.05892397604559994,0.20121168923734853,0.17754728492983526
3940000000,3959999999,905128,50921,0.056258341361663765,0.09488930194894823,0.14443663794697334,0.08951902368987796,0.06291652698625545,0.059750412741575214,0.2030474840538625,0.1809563066776587
3960000000,3979999999,904682,50333,0.05563612407453669,0.0933613429755907,0.14368462801379844,0.08906724690040234,0.06430509658526101,0.05637171990528198,0.20606844981305722,0.18187474077146412
3980000000,3999999999,904741,50965,0.05633103838557112,0.0938735361259071,0.14184948625381838,0.08880067930473569,0.0636851280675875,0.05901897977721471,0.20524571670309524,0.1881918819188192
4000000000,4019999999,903901,50645,0.05602936604783046,0.09550780887295957,0.14251710800357037,0.08869048227109745,0.06328533059803221,0.059186040891294894,0.20351359167148642,0.18133223684210525
4020000000,4039999999,904152,51007,0.056414186995107016,0.0945928459192162,0.14007644919468568,0.08890901232789314,0.06388400820848478,0.05886896285390167,0.2006569551556698,0.1945533319579121
4040000000,4059999999,904324,50711,0.056076140852172454,0.09355686318048925,0.14047442550037065,0.08926188276357663,0.06327869294074863,0.0588660514204477,0.20866864323026965,0.1811653672548215
4060000000,4079999999,903352,50794,0.05622835838078623,0.09460870213638567,0.14115901715345386,0.08965652479048838,0.06480982652731386,0.05883194961351274,0.20121510198177348,0.19142324425108764
4080000000,4099999999,903528,50386,0.05576584234246199,0.09501451097103351,0.14327501619920394,0.088976974762373,0.06366008500564911,0.05941627816627817,0.20093056549749463,0.18504098360655738
4100000000,4119999999,903978,50969,0.056383009321023296,0.09773689052437902,0.14294425248064452,0.08992330613038982,0.06320118662351672,0.06025122936851843,0.20146520146520147,0.1813311353801772
4120000000,4139999999,903464,50745,0.05616715220528986,0.0938860180400437,0.1423721225235981,0.0891565771413353,0.06397120284735891,0.05874787672894929,0.20652558567485313,0.18476531424025458
4140000000,4159999999,902963,50725,0.056176166686785614,0.09561745589600743,0.14080454435760828,0.08937716156443386,0.06336051150482894,0.05979441146662806,0.20461074403906923,0.17924337446894598
4160000000,4179999999,901917,50589,0.05609052717711275,0.09529909769410716,0.14178534859908778,0.08907661597349413,0.06306830482788482,0.05849152174437396,0.2028507986533916,0.1966460371331603
4180000000,4199999999,902712,50629,0.05608544031762068,0.09496066498441443,0.14103715344034123,0.08992260843578355,0.06297781845590611,0.05955816378495041,0.20481400437636763,0.18801482701812192
4200000000,4219999999,903084,51018,0.056493083699855166,0.09086708193933568,0.14264963313345003,0.08794320420223244,0.06464355047454702,0.06106517509727626,0.20558212577628668,0.1912456535078748
4220000000,4239999999,901940,50400,0.055879548528726966,0.09363183707086968,0.1451516621273738,0.09022253861153239,0.06288809440606435,0.056572541382667964,0.2021284193986144,0.18562253987984256
4240000000,4259999999,902023,50649,0.056150452926366626,0.09506500250366276,0.1424831990494932,0.08914796906223792,0.06192982456140351,0.05821317225253313,0.1987938832651303,0.188449240607514
4260000000,4279999999,902490,50109,0.0555230528870126,0.09599421922478323,0.14098745206091523,0.09116765078678085,0.06319977419051331,0.05961844197138315,0.20498301245753114,0.19408163265306122
4280000000,4299999999,901608,50645,0.05617186182908759,0.09471971269850177,0.1418135973450507,0.08872286264202488,0.062345753934538985,0.05816560261221307,0.205654420206659,0.1816895715440582
4300000000,4319999999,901287,50435,0.05595886770806635,0.09402615765288087,0.1415078522327167,0.08979380910547259,0.06424682885974037,0.05897813034986618,0.2051663128096249,0.1795703283340089
4320000000,4339999999,902052,50431,0.05590697653793795,0.09590060263373261,0.14110348963604333,0.0890817913152719,0.06265282834320492,0.0592926575036967,0.20736022646850671,0.188746298124383
4340000000,4359999999,901349,50226,0.05572314386547275,0.094503808222767,0.13953140764545421,0.08998138957816378,0.06358459869848156,0.05906896635373456,0.20531418312387792,0.1816322356310084
4360000000,4379999999,901389,50357,0.05586600235858214,0.09662682503869176,0.14172510649379638,0.09038752304219051,0.06431076342055571,0.057529938308939155,0.20387647356621103,0.1856013316687474
4380000000,4399999999,900129,50826,0.05646523998226921,0.09498948317307693,0.14076710899060682,0.0900202187775416,0.0637480902613469,0.06050125435370339,0.21023375142531356,0.18427059555924466
4400000000,4419999999,901037,50176,0.05568694737286038,0.09605312383090162,0.14289717007565145,0.08759546520880915,0.06432550843790567,0.05911425525729237,0.19962632940500144,0.18851132686084143
4420000000,4439999999,900033,50251,0.05583239725654504,0.09206242281351745,0.14062178299361747,0.08853070989563998,0.06342275468711622,0.0586808335152706,0.2043664996420902,0.1938185443668993
4440000000,4459999999,900105,50288,0.05586903750118042,0.09205326540932332,0.14150574477197816,0.08815384136664903,0.063953645791027,0.059430898250036356,0.20606754436176303,0.18664795509222132
4460000000,4479999999,899409,49875,0.055453080856429054,0.0946203596396127,0.14288118478626724,0.08956045096858585,0.06406999334302443,0.05808461950435757,0.1966452533904354,0.1902509255450432
4480000000,4499999999,900285,50438,0.05602448113652899,0.09343349403894308,0.14159705481116033,0.08874998706419265,0.06286409407312293,0.05718603744149766,0.20182245319285258,0.18351829017673654
4500000000,4519999999,899722,50081,0.055662749160296184,0.09230941997791461,0.14094060333520705,0.08863042666998383,0.06326765522377954,0.05637016896484754,0.20110133733819638,0.18064911206368647
4520000000,4539999999,899888,50346,0.055946962288640364,0.09414030364221075,0.1423421067379,0.08939086083927683,0.06333838165296408,0.059899604208900475,0.2019127058315956,0.19645042839657284
4540000000,4559999999,899009,50290,0.055939373243204464,0.09402030133028125,0.13926262778111845,0.08897445451910736,0.06343425558514976,0.05688774892927142,0.20498374864572047,0.17791914631643752
4560000000,4579999999,899230,50217,0.055844444691569455,0.09319177620492079,0.14098607452013548,0.0875513987716082,0.06481078729882557,0.056779824476805865,0.19921456622634773,0.18218705619801176
4580000000,4599999999,899147,50074,0.05569056005302803,0.09379801386546749,0.14161583935441494,0.08960740464653995,0.06268851389907883,0.05703330359080715,0.19856747748386638,0.17826617826617827
4600000000,4619999999,898511,49746,0.055364931536731325,0.09710478635059641,0.13986171229411434,0.08729145253890637,0.06337941837499149,0.058974924626810796,0.20081382067390063,0.18138138138138138
4620000000,4639999999,898458,50161,0.05583010001580486,0.0932152166521854,0.14301083386810615,0.08880972469610325,0.06319106740199408,0.05960915250908377,0.20529659504604184,0.18387494858083092
4640000000,4659999999,898638,50429,0.05611714617009296,0.09566424644940995,0.14273136005994755,0.08840454983772798,0.06342736018261862,0.0579066228091708,0.2070465729976464,0.17665867306155075
4660000000,4679999999,898441,49753,0.055377036444240635,0.09185944308342528,0.14057303898543919,0.08911580895733463,0.06336350643163412,0.0579607747594104,0.201239934440248,0.1875127524994899
4680000000,4699999999,898800,49858,0.05547174009790832,0.0935778445909354,0.1408104634459817,0.08885411776978042,0.06300513084327236,0.05937885793130159,0.2035799007979297,0.18346938775510205
4700000000,4719999999,897913,50133,0.05583280340077491,0.09353556563800668,0.1402037485225418,0.0898321611584822,0.06428697553753582,0.05761803611084291,0.20404372365506895,0.1923932834311147
4720000000,4739999999,897592,49831,0.055516314762163656,0.09495106005064056,0.14207835813856978,0.08883563427976035,0.062029640315183515,0.057623513487382774,0.20720528671924962,0.1845432300163132
4740000000,4759999999,898278,50101,0.05577449297433534,0.09666729429485972,0.14120009759942942,0.08842752787389466,0.061567673897601226,0.05988082208439742,0.20455692551734084,0.1840368073614723
4760000000,4779999999,896504,49820,0.05557141964787664,0.09400886876120389,0.14060182838692722,0.0889706190536066,0.06197488971835765,0.05743954687386537,0.1977401129943503,0.18195111761019428
4780000000,4799999999,897289,50152,0.055892805996730154,0.09279755127941917,0.14444943147815678,0.08812401085828678,0.06148893799274354,0.05849194729136164,0.2032589443854056,0.1782421634910879
4800000000,4819999999,897410,49678,0.05535708316154266,0.09594401384603808,0.14223506888396711,0.08859641833215606,0.06352779684282772,0.05942912905586729,0.2019955494939344,0.19005613472333602
4820000000,4839999999,896629,49678,0.05540530141228981,0.09287727870700996,0.14193936206184019,0.08816681110542637,0.0634193557182392,0.05802154467634894,0.2026854219948849,0.18480909829406986
4840000000,4859999999,896480,49825,0.05557848474031769,0.09619291249717854,0.14092674961995383,0.08847215591855373,0.0638758076880955,0.05864144873138512,0.20726511157651478,0.17206063088897994
4860000000,4879999999,896573,49707,0.05544110741679707,0.09221006646958028,0.14193609199736074,0.0899592092877314,0.0641805878909175,0.058310098193720454,0.20062987617207073,0.19444444444444445
4880000000,4899999999,896710,49964,0.05571924033411025,0.09406556141672946,0.14068785766898975,0.08880617962926383,0.0636069528979547,0.05665323559396087,0.20462684429164876,0.1812
4900000000,4919999999,895902,49870,0.05566457045525069,0.09239766081871345,0.1389238899441446,0.08899394974434806,0.06307295904529428,0.05818970771068477,0.20127103343684552,0.1810432311751573
4920000000,4939999999,896334,49809,0.05556968719249744,0.0943519976013792,0.1401148357999659,0.08892442103503051,0.061462747778537254,0.059549551738380425,0.2000868683943825,0.17688870836718115
4940000000,4959999999,896144,49740,0.05550447249549179,0.09057363932451004,0.140880906161066,0.08852961410970042,0.06361152847971589,0.058953771289537715,0.20549927641099855,0.1787823253919772
4960000000,4979999999,895642,49769,0.055567961305968236,0.09385407205570694,0.14047749156758182,0.08962679065091732,0.06381354777156877,0.05833111557351269,0.20451546694033132,0.18365711996795514
4980000000,4999999999,894656,49749,0.05560684777165749,0.09506855541246875,0.14222500759647524,0.08946601381884521,0.06402214525322497,0.059231421990544306,0.20066913439635536,0.18516284680337755
5000000000,5019999999,896486,49905,0.05566735007574017,0.0939348276511584,0.14092842961142102,0.08872358551332932,0.06344704754075901,0.05802520090315375,0.20641007090146143,0.18549679487179488
5020000000,5039999999,895235,49552,0.055350829670421736,0.0930442637759711,0.14159308802910303,0.08860825932690894,0.06176224619898274,0.059039602996983555,0.2054283047318159,0.18403547671840353
5040000000,5059999999,894625,49674,0.0555249406175772,0.09394694139401487,0.1439992404101785,0.08993915232899706,0.06344352881490724,0.05882067577073277,0.20221169036334913,0.1890669954788327
5060000000,5079999999,894916,49799,0.055646563476348616,0.09373473146164543,0.13859758517090867,0.08901095438648084,0.06208359394120686,0.05710799267846248,0.20285899001508512,0.18146417445482865
5080000000,5099999999,894508,49503,0.055341036636899835,0.09459688506374885,0.13840660482514971,0.08804352383747746,0.06178797142974651,0.05832061808229795,0.2033006630152782,0.18797145769622833
5100000000,5119999999,895165,49633,0.055445644099132566,0.09596737823211064,0.14032331339441206,0.08988811130201567,0.06342388043418971,0.057463464288311,0.19883545395729998,0.18649391440910876
5120000000,5139999999,894276,49772,0.05565619562640617,0.09321308293852389,0.14072677408296194,0.08871569173240339,0.06345679348937389,0.058152571289300514,0.19439305535790521,0.18661544682571776
5140000000,5159999999,894766,49368,0.055174201970124036,0.09276266061980348,0.13870594264239755,0.08837840659914378,0.062040302955732374,0.058202333879834124,0.19974491603486147,0.187875150060024
5160000000,5179999999,894078,49449,0.055307255071705155,0.09485022646823735,0.1401450430952652,0.08910528244594523,0.06244890172780291,0.058987732314699184,0.20224800580130528,0.1895055499495459
5180000000,5199999999,894064,49509,0.055375230408561356,0.09446334089191231,0.1387235010808146,0.08776483941483101,0.062448565315191745,0.05635108433147123,0.20817736826950764,0.17923186344238975
5200000000,5219999999,893960,49341,0.055193744686563156,0.09370319106577425,0.13993128713247158,0.08901433823144356,0.06520782933802508,0.057886519978533446,0.20490405117270788,0.18391939944685895
5220000000,5239999999,893627,49494,0.05538552438545389,0.09406128091504753,0.1409380648844068,0.08825170848821169,0.06091586502175077,0.05906229492258708,0.2031431054461182,0.18410298324478955
5240000000,5259999999,893795,49303,0.05516141844606425,0.09192748741626613,0.142385863794934,0.08855420425763506,0.061965225976305396,0.059727669110661824,0.20041049699457558,0.1768268066209124
5260000000,5279999999,893172,49557,0.055484274025607606,0.09067533842547076,0.13940520446096655,0.0890843292375021,0.062468341433362995,0.059173635022134775,0.1977124183006536,0.17723544708941788
5280000000,5299999999,894064,49407,0.055261144616045386,0.0943865444121723,0.1401757642334937,0.08802561051378988,0.06281259795303705,0.058850742634526415,0.20576661658438863,0.1838220424671385
5300000000,5319999999,892707,49576,0.055534458674570714,0.09372240353234786,0.14082950713482825,0.08812766715946861,0.0631947303417044,0.057451981522003405,0.20087051142546247,0.17617107942973523
5320000000,5339999999,892466,49635,0.05561556406630617,0.09393279697113109,0.13916288989602774,0.08773280462339964,0.06318466084805167,0.057673963556316495,0.19760137064534553,0.18517778665601278
5340000000,5359999999,893493,49756,0.05568706190199588,0.09477961981807478,0.14176916339819504,0.08675457628546752,0.0634184492528917,0.05855282483109762,0.20112399016508606,0.1896792189679219
5360000000,5379999999,892340,49441,0.05540601116166484,0.09314901557561217,0.14263167902643087,0.0891914069897111,0.060637303420213354,0.05949247893377116,0.19682768565248737,0.1828131333603567
5380000000,5399999999,892099,49567,0.05556221899138997,0.09503494772125622,0.14068960285248264,0.08804389031633039,0.06152980414224735,0.059661859286688754,0.2031875409358853,0.18194499800717417
5400000000,5419999999,892573,48927,0.05481568454344911,0.0927200015162715,0.14125826043775544,0.08875857583450475,0.0625230920809557,0.05813670046801872,0.19592102408331524,0.17281746031746031
5420000000,5439999999,891640,49360,0.055358664932035354,0.09396742870250019,0.1407265629441528,0.0889080345041344,0.06156916724019271,0.056885432015266066,0.1979315263908702,0.18587512794268168
5440000000,5459999999,892861,49094,0.05498504246461655,0.0939224416790349,0.14107915306974272,0.08815803299359042,0.06297108400712621,0.057603407798242856,0.1972980783123826,0.18065951851102569
5460000000,5479999999,891937,49509,0.055507283586172566,0.09343395939472283,0.14056915696729927,0.08927934917073785,0.061905613895043975,0.05964292721208554,0.19847552037525654,0.1920174741858618
5480000000,5499999999,891444,49207,0.05519920488555647,0.09237070197161634,0.14138842089140757,0.08846445417789757,0.062752591207764,0.05674887947292366,0.20554472601256227,0.18141142973357738
5500000000,5519999999,891367,49436,0.05546088199361206,0.0928807884022678,0.1401017541195231,0.08796472528866896,0.06321388808708919,0.05782946111258855,0.20435282287027726,0.18253498915828897
5520000000,5539999999,891485,49243,0.05523704829582102,0.09595930839454156,0.13939971414959504,0.08941245952815365,0.06262239015914169,0.058268604052828896,0.19891304347826086,0.19430910153966088
5540000000,5559999999,891534,49142,0.05512072450405705,0.09270258398426309,0.14198636138519563,0.08840553733908295,0.06300765358891264,0.05850104770722674,0.20275562001450326,0.18103975535168196
5560000000,5579999999,891500,48824,0.05476612450925407,0.09539088166919633,0.14127223164757238,0.08819616042577456,0.06276081704370745,0.05745451011831013,0.1997544594497003,0.18189183714806562
5580000000,5599999999,891458,49503,0.05553037832404892,0.09250004750413286,0.14415378441900903,0.08807706479970522,0.06364150137152466,0.05738672701333202,0.2014336917562724,0.18299595141700406
5600000000,5619999999,891342,49357,0.0553738071357571,0.09345687485701212,0.13982896826155994,0.08789680030352852,0.06168683968291041,0.058970038824994506,0.2007254261878854,0.18110394842868655
5620000000,5639999999,890874,49357,0.05540289648143284,0.09200265629446922,0.13997743224893378,0.08901597234701536,0.06303523408949872,0.05893150420249251,0.19629764065335753,0.18880417335473515
5640000000,5659999999,890641,49092,0.05511985188195917,0.09390127692014484,0.14106992094558293,0.0879813796022006,0.0615973336625108,0.05720400817200117,0.19808489352579678,0.18658833063209077
5660000000,5679999999,891396,49520,0.055553311883831655,0.0933852879680669,0.14175702080380062,0.08834703177125539,0.061504766102815585,0.05759788954297858,0.20464316423043852,0.18009868421052633
5680000000,5699999999,890177,48842,0.05486773978658177,0.09197356356968216,0.13690646794688066,0.08801424679606093,0.06213806924193214,0.05781621303804601,0.20129823296069238,0.17385201523962301
5700000000,5719999999,890716,49212,0.055249933761153946,0.09291389965836244,0.13997891306431515,0.08743891862162334,0.06122561446048716,0.0583544057576347,0.20131482834185538,0.19157636475158454
5720000000,5739999999,889743,49181,0.0552755121422703,0.09468020149595481,0.13832125857817368,0.08606186926422578,0.06271069356175739,0.05768160143296299,0.194889562581204,0.1715548413017276
5740000000,5759999999,889889,49081,0.05515406977724188,0.09508403843945021,0.13891387990275836,0.08662578755504984,0.06326248964946177,0.058204139068830825,0.20624729476266052,0.18026183282980865
5760000000,5779999999,889820,49041,0.055113393720078216,0.09349382787152757,0.1408265031237462,0.08845869817491296,0.06194262011752506,0.05917520741825281,0.2068544331082052,0.18330670926517573
5780000000,5799999999,889090,49229,0.05537009751543713,0.09281569018023023,0.14075067024128687,0.08770888116040376,0.06207751084188064,0.05779602546037608,0.19843171422348072,0.1852
5800000000,5819999999,889632,49216,0.0553217510161505,0.09598231449442522,0.1396362658677575,0.08790141187154821,0.06285990471587379,0.05677588849157119,0.20180873032827742,0.18595787362086258
5820000000,5839999999,889544,48831,0.05489441781407103,0.09389878666871448,0.14213838884318863,0.08799159761932547,0.06258270842523159,0.05760139639748842,0.20488368732842074,0.18669354838709679
5840000000,5859999999,888967,49129,0.05526526856452489,0.09275501391421169,0.14067760740327453,0.08876430740481196,0.06244914284138083,0.05947536160823731,0.19528571428571428,0.18842001962708538
5860000000,5879999999,889699,49031,0.05510964944323867,0.09466522226656784,0.13944344772302172,0.08789456902965247,0.0614293989462941,0.05746540422432629,0.1999417079568639,0.18942463533225284
5880000000,5899999999,888157,49239,0.055439522516852316,0.09329940627650551,0.1424816285807479,0.08870566041735112,0.0621839683899312,0.058908432614917926,0.20661993206619933,0.18042150876501872
5900000000,5919999999,888861,48530,0.054597963011089476,0.09264821227019684,0.13901887081926972,0.08766948476631041,0.06093979441997063,0.056922664195302786,0.20125604562188695,0.1704724409448819
5920000000,5939999999,888849,48764,0.05486196193054163,0.09323991376655374,0.1389329915641678,0.0871641538737863,0.06198003327787022,0.057153946921546746,0.20052121036629506,0.18014042126379137
5940000000,5959999999,888604,48645,0.054743170186044625,0.09239161863638992,0.14017685505574778,0.08819631482194006,0.06309717212324807,0.05908627470019906,0.1984879823122459,0.18285144566301098
5960000000,5979999999,888731,49089,0.055234936105525746,0.09394837071519255,0.13983901497046058,0.08801768857896079,0.06354788242949508,0.057971714051262245,0.19961268110744512,0.1836734693877551
5980000000,5999999999,888772,49070,0.055211010247847594,0.09364828596988789,0.14255817525535674,0.0876923076923077,0.06104282643443752,0.05660008790350149,0.20314302191464823,0.18499404525605398
6000000000,6019999999,887826,48666,0.05481479479087118,0.09256134969325154,0.14028832144774173,0.08803465193746475,0.06312689283431969,0.05886549247269507,0.19805632404057602,0.18946948544076586
6020000000,6039999999,887834,48964,0.05514994920221573,0.09527129080980597,0.1393015702177548,0.08901847072194076,0.06159154207485208,0.05877180126044262,0.20075143656991307,0.17714171337069656
6040000000,6059999999,887641,49112,0.055328674542974014,0.09363468634686346,0.13934252793967722,0.08736741620704284,0.06238809698954878,0.058094652735095266,0.19486020898051398,0.1874120249346471
6060000000,6079999999,888142,48738,0.05487635986137352,0.0923658555308206,0.13933072076225603,0.08775495004734597,0.06298498853195258,0.05776440410418311,0.1990969997087096,0.1843485276321097
6080000000,6099999999,888145,48819,0.05496737582264157,0.09097186259278439,0.13960858125108033,0.08870193845563304,0.061804851632253494,0.05948323786044039,0.20062287245600058,0.18265756724207147
6100000000,6119999999,887106,48766,0.05497201010927668,0.09201595275530161,0.14043263145782994,0.08778264157373976,0.06342209552944449,0.05706667971234284,0.20395068848677095,0.1840032316703696
6120000000,6139999999,888429,48711,0.054828241761581395,0.09215109007292809,0.13911359889583252,0.08883480700561129,0.06181164927796587,0.055873187250018407,0.19771346909610577,0.1851029471134437
6140000000,6159999999,887241,48715,0.05490616416509156,0.09363281475356243,0.13788978079654216,0.08726763135264828,0.06239837680837167,0.05789409018306917,0.2041300906605267,0.18153179759795235
6160000000,6179999999,887570,48675,0.05484074495532747,0.09333590510174558,0.13985201255181498,0.08828632487674827,0.062275465649698776,0.0586305662317315,0.2004985754985755,0.18743667679837892
6180000000,6199999999,887567,48860,0.05504936528735296,0.0934715821812596,0.13852955940842568,0.08707915996977084,0.05967253714914694,0.05585352771953776,0.19601737871107894,0.1893700787401575
6200000000,6219999999,886602,48614,0.05483181856120334,0.0937121080893816,0.13840863685262025,0.08815986321863646,0.06387272450827262,0.056580686212128625,0.20185331513540694,0.19347181008902078
6220000000,6239999999,886819,48622,0.054827422506734745,0.09097035040431267,0.1408350207308842,0.0887353026137008,0.06284855986537419,0.056951832511834465,0.20186604947200926,0.18169154228855722
6240000000,6259999999,886235,49086,0.0553871151556867,0.09433124951763526,0.13815751459003447,0.08819363838691471,0.06265241565752985,0.05556511690802252,0.1977761836441894,0.18428942634419349
6260000000,6279999999,886798,48850,0.05508582563334604,0.0922076926026767,0.14201810129019835,0.0887595411709522,0.06268341191360342,0.05779807503437439,0.20422080252673894,0.1849523423240722
6280000000,6299999999,887098,48757,0.05496236041564743,0.09439953810623557,0.1404015322130469,0.08770118368389679,0.061583780494551085,0.05664477378714261,0.1984126984126984,0.1786703601108033
6300000000,6319999999,886099,48395,0.054615793494857796,0.09188059008014868,0.1398779640071059,0.08924382650232439,0.062151438639327435,0.0563812679693972,0.20139237780808153,0.18619289340101522
